年月,港口別,總計,進港,出港,進口實櫃,進口空櫃,出口實櫃,出口空櫃,轉口實櫃,轉口空櫃,國內貨櫃實櫃,國內貨櫃空櫃
201111,高雄港,813565.5,406849.5,406716,143580.5,64184.25,165516.5,51360.25,375617,13307,0,0
201111,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201111,臺北港,68322.5,34487,33835.5,17465,4641,16956.75,3300.75,25959,0,0,0
201111,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201111,安平港,0,0,0,0,0,0,0,0,0,0,0
201112,國際商港,1153075.5,586808.5,566267,268772,91609.5,288729,76296.5,410996.5,16672,0,0
201112,基隆港,141328.75,76293,65035.75,62912.25,7949.75,49536.5,11004.25,8749,1177,0,0
201112,臺中港,122515,60929,61586,39760,14343,51007,2645,14726,34,0,0
201112,高雄港,830288.25,420105,410183.25,151733.25,64972.25,172154.5,59085.25,366882,15461,0,0
201112,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201112,臺北港,58943.5,29481.5,29462,14366.5,4344.5,16031,3562,20639.5,0,0,0
201112,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201112,安平港,0,0,0,0,0,0,0,0,0,0,0
201201,國際商港,1084205,557463.5,526741.5,245674.5,92906,256403.5,61684.75,414711.25,12825,0,0
201201,基隆港,119520.75,61568.5,57952.25,50619.5,5892.25,42981.75,10086.5,8598.75,1342,0,0
201201,臺中港,95702,51097,44605,33702,11613,37856,1891,10602,38,0,0
201201,高雄港,804569.75,415069,389500.75,146091.25,72285.25,158593,43117,373038.25,11445,0,0
201201,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201201,臺北港,64412.5,29729,34683.5,15261.75,3115.5,16972.75,6590.25,22472.25,0,0,0
201201,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201201,安平港,0,0,0,0,0,0,0,0,0,0,0
201202,國際商港,1058039,513918.5,544120.5,225948,84322.5,279858,66681.5,387087,14142,0,0
201202,基隆港,116368.5,57110.75,59257.75,47042.5,6200.25,47883.25,7177.5,7520,545,0,0
201202,臺中港,110360,50178,60182,33022,12494,52731,2181,9878,54,0,0
201202,高雄港,760039.25,371634.5,388404.75,129718.5,60034,160527.75,53466.75,342749.25,13543,0,0
201202,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201202,臺北港,71271.25,34995.25,36276,16165,5594.25,18716,3856.25,26939.75,0,0,0
201202,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201202,安平港,0,0,0,0,0,0,0,0,0,0,0
201203,國際商港,1157399.25,571766,585633.25,254634,86515.25,309029.5,69224.5,425346.5,12649.5,0,0
201203,基隆港,131451.25,66996.75,64454.5,56806.25,7129.5,52946.25,7824.25,6742,3,0,0
201203,臺中港,119647,57890,61757,40773,13064,54852,2568,8356,34,0,0
201203,高雄港,823666.75,405838.75,417828,136900.5,62141.25,179610.5,54131.5,378270.5,12612.5,0,0
201203,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201203,臺北港,82634.25,41040.5,41593.75,20154.25,4180.5,21620.75,4700.75,31978,0,0,0
201203,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201203,安平港,0,0,0,0,0,0,0,0,0,0,0
201204,國際商港,1153762.75,570946.5,582816.25,258213.75,89573,299106.25,69006.5,424959.5,12903.75,0,0
201204,基隆港,134205,68299.75,65905.25,58898.75,5997,51681.5,11023.75,6381,223,0,0
201204,臺中港,112926,57293,55633,39987,13939,49773,2908,6278,41,0,0
201204,高雄港,814931.75,401782,413149.75,137525,64996,174245,48748.5,376777.5,12639.75,0,0
201204,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201204,臺北港,91700,43571.75,48128.25,21803,4641,23406.75,6326.25,35523,0,0,0
201204,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201204,安平港,0,0,0,0,0,0,0,0,0,0,0
201205,國際商港,1225392,611682.5,613709.5,279460.75,99211.75,314758.25,73360.25,443439,15162,0,0
201205,基隆港,142497,74794.25,67702.75,63626.5,8497.75,52289.5,12656.25,5366,61,0,0
201205,臺中港,114153,56930,57223,42522,11083,51697,2748,6066,37,0,0
201205,高雄港,866021.5,429098,436923.5,149110.5,70842.25,183507.75,50758.25,396738.75,15064,0,0
201205,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201205,臺北港,102720.5,50860.25,51860.25,24201.75,8788.75,27264,7197.75,35268.25,0,0,0
201205,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201205,安平港,0,0,0,0,0,0,0,0,0,0,0
201206,國際商港,1130700.5,567672.5,563028,261908,89842.75,286821,70086,408207.5,13835.25,0,0
201206,基隆港,133939.25,71219,62720.25,62016.25,6441.75,49325.5,10542.75,4259,1354,0,0
201206,臺中港,116107,58006,58101,41381,13460,51914,3419,5908,25,0,0
201206,高雄港,787746.75,392664,395082.75,135232.5,63148.25,161382.5,48342,367185.25,12456.25,0,0
201206,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201206,臺北港,92907.5,45783.5,47124,23278.25,6792.75,24199,7782.25,30855.25,0,0,0
201206,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201206,安平港,0,0,0,0,0,0,0,0,0,0,0
201207,國際商港,1221635,610264.25,611370.75,274542,91956,314808,74608.25,451448.75,14272,0,0
201207,基隆港,147731,76400.75,71330.25,64689.5,9160.25,51580.25,17278,4277,746,0,0
201207,臺中港,118810,58543,60267,41832,13662,54012,3439,5820,45,0,0
201207,高雄港,849198.25,421950.25,427248,142381.25,60050.25,182194.75,46897.25,404193.75,13481,0,0
201207,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201207,臺北港,105895.75,53370.25,52525.5,25639.25,9083.5,27021,6994,37158,0,0,0
201207,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201207,安平港,0,0,0,0,0,0,0,0,0,0,0
201208,國際商港,1162315.5,581417.75,580897.75,261688,94755.75,296865,71380.75,425235.75,12390.25,0,0
201208,基隆港,130469.5,67441,63028.5,58129.5,6860,47109.5,14152,3549.5,669,0,0
201208,臺中港,116388,60115,56273,40806,14708,49972,2242,8624,36,0,0
201208,高雄港,811932,401615,410317,138556,63619.5,173732.25,48450.25,375888.75,11685.25,0,0
201208,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201208,臺北港,103526,52246.75,51279.25,24196.5,9568.25,26051.25,6536.5,37173.5,0,0,0
201208,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201208,安平港,0,0,0,0,0,0,0,0,0,0,0
201209,國際商港,1161787.25,586846.5,574940.75,274727.5,90107.5,299855.25,71153,414067,11877,0,0
201209,基隆港,135116.5,70525.75,64590.75,60431,8087.75,48905.25,13599.5,3667,426,0,0
201209,臺中港,122905,60076,62829,43258,12725,56007,3138,7718,59,0,0
201209,高雄港,811186,410921.25,400264.75,148305.75,63509,171483.5,45950,370545.75,11392,0,0
201209,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201209,臺北港,92579.75,45323.5,47256.25,22732.75,5785.75,23459.5,8465.5,32136.25,0,0,0
201209,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201209,安平港,0,0,0,0,0,0,0,0,0,0,0
201210,國際商港,1236221.5,615089.25,621132.25,266458,103580,316711.25,70859.75,460769.25,17843.25,0,0
201210,基隆港,142134.75,73328.75,68806,62285,7725.75,53575.75,11850.25,5160,1538,0,0
201210,臺中港,119824,58653,61171,40610,14020,54946,2349,7857,42,0,0
201210,高雄港,875003.25,432673.5,442329.75,140824.5,74125,183566.25,50685.25,409539,16263.25,0,0
201210,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201210,臺北港,99259.5,50434,48825.5,22738.5,7709.25,24623.25,5975.25,38213.25,0,0,0
201210,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201210,安平港,0,0,0,0,0,0,0,0,0,0,0
201211,國際商港,1127067.75,568017.75,559050,254710.25,92173.5,280426,76449.25,409423.5,13885.25,0,0
201211,基隆港,134585,71316.5,63268.5,61362.75,7699.75,47903.5,12990,3896,733,0,0
201211,臺中港,118742,57559,61183,40991,12445,52815,4869,7558,64,0,0
201211,高雄港,780939.75,393485.25,387454.5,131254.75,66041.75,159289.75,51620.5,359644.75,13088.25,0,0
201211,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201211,臺北港,92801,45657,47144,21101.75,5987,20417.75,6969.75,38324.75,0,0,0
201211,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201211,安平港,0,0,0,0,0,0,0,0,0,0,0
201212,國際商港,1162830.75,586059.5,576771.25,255267.75,103396.25,301289,75148.25,413154.5,14575,0,0
201212,基隆港,139547.5,72881,66666.5,63763.25,6430.75,51047.5,13399,2972,1935,0,0
201212,臺中港,129841,63441,66400,43088,15458,57478,4823,8897,97,0,0
201212,高雄港,795986,399952.25,396033.75,126680.25,74285.25,170125.5,50883.25,361468.75,12543,0,0
201212,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201212,臺北港,97456.25,49785.25,47671,21736.25,7222.25,22638,6043,39816.75,0,0,0
201212,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201212,安平港,0,0,0,0,0,0,0,0,0,0,0
201301,國際商港,1212405,605274.5,607130.5,277802,105092,306292.5,76551.75,435876.75,10790,0,0
201301,基隆港,136999,72093.75,64905.25,62262.25,7667.5,48128,14438.25,3158,1345,0,0
201301,臺中港,124656,62851,61805,43028,15044,53816,3405,9335,28,0,0
201301,高雄港,847323.25,419916.75,427406.5,149393.75,74830.75,179664.25,51206,382811.5,9417,0,0
201301,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201301,臺北港,103426.75,50413,53013.75,23118,7549.75,24684.25,7502.5,40572.25,0,0,0
201301,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201301,安平港,0,0,0,0,0,0,0,0,0,0,0
201302,國際商港,944748.5,486637.25,458111.25,199958.5,94934.5,223759,48244.5,370526,7326,0,0
201302,基隆港,89753.25,47448.25,42305,39114.75,6329.5,32608,8167,2142,1392,0,0
201302,臺中港,91725,47366,44359,31239,11856,38760,1517,8261,92,0,0
201302,高雄港,681878.25,350421,331457.25,112016.25,68032,133223.25,33316.25,329448.5,5842,0,0
201302,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201302,臺北港,81392,41402,39990,17588.5,8717,19167.75,5244.25,30674.5,0,0,0
201302,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201302,安平港,0,0,0,0,0,0,0,0,0,0,0
201303,國際商港,1220833.75,608801,612032.75,274989.5,96518.5,322123.5,65994.75,449647.5,11560,0,0
201303,基隆港,135738.5,70293.5,65445,61153,6834.5,50967.5,12526.5,3486,771,0,0
201303,臺中港,136132,67818,68314,48235,14303,61370,2408,9743,73,0,0
201303,高雄港,857142,427227.5,429914.5,145036.75,69807.5,184568.25,47183.5,399830,10716,0,0
201303,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201303,臺北港,91821.25,43462,48359.25,20564.75,5573.5,25217.75,3876.75,36588.5,0,0,0
201303,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201303,安平港,0,0,0,0,0,0,0,0,0,0,0
201304,國際商港,1172286,588492,583794,265388,92193,298831.5,68857.5,438745,8271,0,0
201304,基隆港,127453.25,66462.25,60991,58756.5,6094.75,46602.75,13038.25,2641,320,0,0
201304,臺中港,119292,58961,60331,41821,12450,50996,4912,9016,97,0,0
201304,高雄港,828098.75,414092,414006.75,144730,66059,177375.75,45873.25,386206.75,7854,0,0
201304,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201304,臺北港,97442,48976.75,48465.25,20080.5,7589.25,23857,5034,40881.25,0,0,0
201304,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201304,安平港,0,0,0,0,0,0,0,0,0,0,0
201305,國際商港,1214929,600766.5,614162.5,264389,102321.75,320437.25,65488.25,455385,6907.75,0,0
201305,基隆港,137052,69362.75,67689.25,60040.5,6764.25,52127.25,13417,3290,1413,0,0
201305,臺中港,129711,63785,65926,45083,12683,56647,3967,11290,41,0,0
201305,高雄港,857783,422550,435233,139311.75,74862.25,186123.5,43941.5,408090.25,5453.75,0,0
201305,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201305,臺北港,90383,45068.75,45314.25,19953.75,8012.25,25539.5,4162.75,32714.75,0,0,0
201305,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201305,安平港,0,0,0,0,0,0,0,0,0,0,0
201306,國際商港,1119576.5,557007.5,562569,250069.5,90665.5,301097.25,53594.25,417109,7041,0,0
201306,基隆港,137816.5,72592.75,65223.75,62794,7305.75,51160.25,12172.5,3840,544,0,0
201306,臺中港,120600,56709,63891,40268,11649,56077,3470,9092,44,0,0
201306,高雄港,783345,389065.5,394279.5,129429,65330.75,172060,34582.75,375489.5,6453,0,0
201306,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201306,臺北港,77815,38640.25,39174.75,17578.5,6380,21800,3369,28687.5,0,0,0
201306,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201306,安平港,0,0,0,0,0,0,0,0,0,0,0
201307,國際商港,1201740.75,602970.25,598770.5,267756,106078,310672.25,59502.25,448139.5,9592.75,0,0
201307,基隆港,143473.5,75445.25,68028.25,64787.75,8148.5,51036.5,14367.75,3621,1512,0,0
201307,臺中港,124473,61464,63009,41960,14831,54076,4274,9244,88,0,0
201307,高雄港,850240.25,425317,424923.25,143955.25,74887,183666.75,35328.25,404410.25,7992.75,0,0
201307,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201307,臺北港,83554,40744,42810,17053,8211.5,21893,5532.25,30864.25,0,0,0
201307,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201307,安平港,0,0,0,0,0,0,0,0,0,0,0
201308,國際商港,1168142.75,588419,579723.75,256562.5,118968.75,304655.75,57197.75,428229.5,2528.5,0,0
201308,基隆港,139876,73956,65920,62315.5,8880.5,50793.25,12194.75,4170,1522,0,0
201308,臺中港,123985,61139,62846,41221,15257,56080,2618,8753,56,0,0
201308,高雄港,827730.25,416132.75,411597.5,136261.75,86888,176361.75,37897,389371.25,950.5,0,0
201308,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201308,臺北港,76551.5,37191.25,39360.25,16764.25,7943.25,21420.75,4488,25935.25,0,0,0
201308,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201308,安平港,0,0,0,0,0,0,0,0,0,0,0
201309,國際商港,1159085.25,589746.5,569338.75,264082.5,111016.25,287737.75,68903,425856.25,1489.5,0,0
201309,基隆港,136439,72719,63720,62880.25,7747.5,47829.75,13648.25,3963.25,370,0,0
201309,臺中港,118606,58360,60246,39598,13795,50974,4373,9825,41,0,0
201309,高雄港,830665.5,421544,409121.5,145304.5,82308.25,170108,46234.25,385632,1078.5,0,0
201309,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201309,臺北港,73374.75,37123.5,36251.25,16299.75,7165.5,18826,4647.5,26436,0,0,0
201309,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201309,安平港,0,0,0,0,0,0,0,0,0,0,0
201310,國際商港,1194284.25,597573,596711.25,265369.75,104796,311980.25,60586,450430.25,1122,0,0
201310,基隆港,137995.75,72629,65366.75,64695.5,6039,51084,12185.75,3988.5,3,0,0
201310,臺中港,122596,59547,63049,39408,15500,54673,4040,8936,39,0,0
201310,高雄港,855419,427410.25,428008.75,144096.75,77009.25,184647.5,40026,408559.5,1080,0,0
201310,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201310,臺北港,78273.5,37986.75,40286.75,17169.5,6247.75,21575.75,4334.25,28946.25,0,0,0
201310,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201310,安平港,0,0,0,0,0,0,0,0,0,0,0
201311,國際商港,1188511.75,604093.75,584418,270711.5,110384,295311,67013.75,441613.5,3478,0,0
201311,基隆港,139452,74982,64470,64997,6633,47843,13477,5132,1370,0,0
201311,臺中港,127972,61765,66207,38452,17448,57028,3964,11038,42,0,0
201311,高雄港,835303,425684.25,409618.75,148304.75,77886.75,168526.5,43813,394706,2066,0,0
201311,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201311,臺北港,85784.75,41662.5,44122.25,18957.75,8416.25,21913.5,5759.75,30737.5,0,0,0
201311,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201311,安平港,0,0,0,0,0,0,0,0,0,0,0
201312,國際商港,1250324.5,632512.75,617811.75,281939.75,107170,310940.75,72374.5,471525.5,6374,0,0
201312,基隆港,150617,79679.25,70937.75,67333.5,6593.75,48969.75,16326,6464,4930,0,0
201312,臺中港,127857,63458,64399,41470,16757,56788,2927,9861,54,0,0
201312,高雄港,882790.75,443022.25,439768.5,152234,75680.5,184189,46863,422434.25,1390,0,0
201312,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201312,臺北港,89059.75,46353.25,42706.5,20902.25,8138.75,20994,6258.5,32766.25,0,0,0
201312,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201312,安平港,0,0,0,0,0,0,0,0,0,0,0
201401,國際商港,1238833.75,617935,620898.75,280519.75,108278.5,301493.5,80904.75,462641.25,4996,0,0
201401,基隆港,149352.5,78772.25,70580.25,66594.5,6298.75,44538.5,19882.75,8668,3370,0,0
201401,臺中港,117485,61624,55861,43157,15347,49485,3032,6426,38,0,0
201401,高雄港,871996.25,430398.25,441598,150079,77072,181353.75,49093.5,412810,1588,0,0
201401,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201401,臺北港,100000,47140.5,52859.5,20689.25,9560.75,26116.25,8896.5,34737.25,0,0,0
201401,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201401,安平港,0,0,0,0,0,0,0,0,0,0,0
201402,國際商港,1021844.75,513975.25,507869.5,225216.25,93118.5,252716.75,54627,395668.25,498,0,0
201402,基隆港,103633.75,52064.75,51569,44076.25,6304.5,38936,10763,3470,84,0,0
201402,臺中港,105043,51673,53370,35506,12360,47291,2147,7668,71,0,0
201402,高雄港,748839,377945.25,370893.75,129887.75,69568.25,150601.5,37996.75,360441.75,343,0,0
201402,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201402,臺北港,64329,32292.25,32036.75,15746.25,4885.75,15888.25,3720.25,24088.5,0,0,0
201402,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201402,安平港,0,0,0,0,0,0,0,0,0,0,0
201403,國際商港,1220946.75,607628.25,613318.5,270478.5,102303.75,313454.75,72390.75,461631,688,0,0
201403,基隆港,139270.5,73028.75,66241.75,64667.75,5972,52837.75,11178,4573,42,0,0
201403,臺中港,128347,60494,67853,42336,13491,57470,6189,8776,85,0,0
201403,高雄港,863852,427466,436386,143193.25,73614.75,181705.25,47257.5,417520.25,561,0,0
201403,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201403,臺北港,89477.25,46639.5,42837.75,20281.5,9226,21441.75,7766.25,30761.75,0,0,0
201403,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201403,安平港,0,0,0,0,0,0,0,0,0,0,0
201404,國際商港,1250664.5,627357.5,623307,295586,98707,329425.25,64571.25,461431,944,0,0
201404,基隆港,135123.5,71781.25,63342.25,64703.5,4538.75,47392.5,13240.75,4730,518,0,0
201404,臺中港,123892,60223,63669,43935,11680,53925,5194,9087,71,0,0
201404,高雄港,867520.5,431777,435743.5,158010.5,73777,200115,36637,398626,355,0,0
201404,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201404,臺北港,124128.5,63576.25,60552.25,28937,8711.25,27992.75,9499.5,48988,0,0,0
201404,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201404,安平港,0,0,0,0,0,0,0,0,0,0,0
201405,國際商港,1284914.25,638342.75,646571.5,293915.25,109004,337419.75,75395,468372.25,808,0,0
201405,基隆港,147368.25,79048.25,68320,65593,10385.25,51008.25,14425.75,5442,514,0,0
201405,臺中港,127089,61528,65561,42262,15772,59204,3243,6557,51,0,0
201405,高雄港,876766.25,435550,441216.25,157550,74283.5,194263,48768.25,401658.5,243,0,0
201405,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201405,臺北港,133690.75,62216.5,71474.25,28510.25,8563.25,32944.5,8958,54714.75,0,0,0
201405,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201405,安平港,0,0,0,0,0,0,0,0,0,0,0
201406,國際商港,1299281,655591,643690,288986.5,124055.5,321874.25,83032.25,480333.25,999.25,0,0
201406,基隆港,150472.25,80334.25,70138,67408.5,9329.75,50674.25,15811.75,6950,298,0,0
201406,臺中港,133350,65826,67524,44819,15926,59514,4131,8923,37,0,0
201406,高雄港,914056,461350.75,452705.25,154259.25,91099.25,183512.5,56920,427600.75,664.25,0,0
201406,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201406,臺北港,101402.75,48080,53322.75,22499.75,7700.5,28173.5,6169.5,36859.5,0,0,0
201406,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201406,安平港,0,0,0,0,0,0,0,0,0,0,0
201407,國際商港,1275059.25,635773,639286.25,285584.25,114940,321106.5,83134,465690.5,4604,0,0
201407,基隆港,149954.75,79619.5,70335.25,67597.5,5872,48375.5,15801.75,8119,4189,0,0
201407,臺中港,135627,67198,68429,42197,17578,55709,5189,14874,80,0,0
201407,高雄港,886236.25,437663.75,448572.5,151176.25,83250.75,189709.75,53718,408046.5,335,0,0
201407,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201407,臺北港,103241.25,51291.75,51949.5,24613.5,8239.25,27312.25,8425.25,34651,0,0,0
201407,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201407,安平港,0,0,0,0,0,0,0,0,0,0,0
201408,國際商港,1276748.25,628284.75,648463.5,276976,111721.25,328554.25,76740.5,480401.25,2355,0,0
201408,基隆港,145501.5,75767.5,69734,61876.75,8068.75,51011.75,15954.25,6524,2066,0,0
201408,臺中港,139120,64545,74575,43225,15413,62307,4900,13215,60,0,0
201408,高雄港,882151.5,436266.75,445884.75,145416.25,81608.75,185089.75,48340.25,421467.5,229,0,0
201408,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201408,臺北港,109975.25,51705.5,58269.75,26458,6630.75,30145.75,7546,39194.75,0,0,0
201408,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201408,安平港,0,0,0,0,0,0,0,0,0,0,0
201409,國際商港,1254575,642909,611666,269774,128312.25,297762.25,75905,476877.5,5944,0,0
201409,基隆港,141074,72919.25,68154.75,59650.75,7362.5,43952.25,15430.5,8986,5692,0,0
201409,臺中港,119805,61625,58180,40639,17430,49894,4492,7314,36,0,0
201409,高雄港,883233.75,452624,430609.75,143960.5,93828,176182,47212,421835.25,216,0,0
201409,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201409,臺北港,110462.25,55740.75,54721.5,25523.75,9691.75,27734,8770.5,38742.25,0,0,0
201409,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201409,安平港,0,0,0,0,0,0,0,0,0,0,0
201410,國際商港,1318629.5,656771,661858.5,272775.75,128410.75,322299,85880.75,508381.25,882,0,0
201410,基隆港,139741.25,74028.5,65712.75,63798,7799.5,48730.75,14266,4588,559,0,0
201410,臺中港,123575,59411,64164,40632,15329,56520,4404,6647,43,0,0
201410,高雄港,946315,469007,477308,142472.5,96237.75,189183,58488.75,459653,280,0,0
201410,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201410,臺北港,108998.25,54324.5,54673.75,25873.25,9044.5,27865.25,8722,37493.25,0,0,0
201410,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201410,安平港,0,0,0,0,0,0,0,0,0,0,0
201411,國際商港,1288180.25,646838.75,641341.5,281695.5,117739.5,313586.5,77213.5,494608.25,3337,0,0
201411,基隆港,142583.5,74964.25,67619.25,63967.5,5969.75,47312.25,15641,7576,2117,0,0
201411,臺中港,130926,62144,68782,43222,14180,60007,3535,9932,50,0,0
201411,高雄港,909587.75,455072.25,454515.5,148074.25,86917.5,182140,49376.75,441909.25,1170,0,0
201411,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201411,臺北港,105083,54658.25,50424.75,26431.75,10672.25,24127.25,8660.75,35191,0,0,0
201411,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201411,安平港,0,0,0,0,0,0,0,0,0,0,0
201412,國際商港,1320837,665677,655160,296934.75,127693.75,312498,94966.5,486892.5,1851.5,0,0
201412,基隆港,141106.75,75778.25,65328.5,68117,4766.25,45423.5,16943,5452,405,0,0
201412,臺中港,129500,64932,64568,42977,17496,56077,3493,9413,44,0,0
201412,高雄港,942781,469214.25,473566.75,158697,96739.25,189012.75,62477,434452.5,1402.5,0,0
201412,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201412,臺北港,107449.25,55752.5,51696.75,27143.75,8692.25,21984.75,12053.5,37575,0,0,0
201412,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201412,安平港,0,0,0,0,0,0,0,0,0,0,0
201501,國際商港,1235579.25,615647.75,619931.5,288449,106802.25,324472.25,78763.5,435449.25,1643,0,0
201501,基隆港,140035.75,72972.5,67063.25,65259,4381.5,43748,20056.25,5452,1139,0,0
201501,臺中港,136022,64538,71484,43319,16929,64977,2536,8197,64,0,0
201501,高雄港,851486.75,427493,423993.75,151773.75,79618,186758.75,45435.5,387460.75,440,0,0
201501,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201501,臺北港,108034.75,50644.25,57390.5,28097.25,5873.75,28988.5,10735.75,34339.5,0,0,0
201501,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201501,安平港,0,0,0,0,0,0,0,0,0,0,0
201502,國際商港,1020898.5,518289.75,502608.75,215732.25,102327.25,246068.75,55719,397577.25,3474,0,0
201502,基隆港,103140.5,53034.75,50105.75,46544,3240.75,31792,15390.75,4460,1713,0,0
201502,臺中港,103210,53849,49361,34091,15245,42545,1825,9474,30,0,0
201502,高雄港,728037.5,367430.25,360607.25,112867,78262,149623,32621.5,352933,1731,0,0
201502,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201502,臺北港,86510.5,43975.75,42534.75,22230.25,5579.5,22108.75,5881.75,30710.25,0,0,0
201502,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201502,安平港,0,0,0,0,0,0,0,0,0,0,0
201503,國際商港,1283173.5,644510,638663.5,272411,137101.25,327814.25,70397.75,472901.25,2548,0,0
201503,基隆港,116972,61510.75,55461.25,53621.5,5635.25,42577.75,10708.5,3245,1184,0,0
201503,臺中港,130823,62514,68309,39474,19024,62592,1776,7922,35,0,0
201503,高雄港,918749,461439.75,457309.25,147525.75,103217.75,192161.5,48948.75,425566.25,1329,0,0
201503,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201503,臺北港,116629.5,59045.5,57584,31789.75,9224.25,30483,8964.5,36168,0,0,0
201503,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201503,安平港,0,0,0,0,0,0,0,0,0,0,0
201504,國際商港,1253738,628220.5,625517.5,271487,126425.75,318782.75,69780.25,465986.25,1276,0,0
201504,基隆港,119676.25,64314.75,55361.5,55721.25,7201.5,41383.25,12408.25,2024,938,0,0
201504,臺中港,126509,63138,63371,43468,15988,57282,2196,7566,9,0,0
201504,高雄港,884348.5,437453.5,446895,138692,94189.25,189459,45085.75,416593.5,329,0,0
201504,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201504,臺北港,123204.25,63314.25,59890,33605.75,9047,30658.5,10090.25,39802.75,0,0,0
201504,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201504,安平港,0,0,0,0,0,0,0,0,0,0,0
201505,國際商港,1276761.5,632851,643910.5,273969.5,120182.25,333561,78689.5,469537.25,822,0,0
